State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Papaya,526,13845
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Pome Granet,78,1126
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Ragi,8006,10512
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Rice,15206,48766
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sapota,208,1957
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sesamum,20,9
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Small millets,427,131
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Soyabean,11,18
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sugarcane,28152,2562925
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sunflower,66,52
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sweet potato,57,669
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Tobacco,8,15
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Tomato,8397,232496
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Turmeric,16,197
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Urad,365,339
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Arhar/Tur,10,3
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Bajra,2,4
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Brinjal,774,16003
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cabbage,181,3398
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Coriander,65,39
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cotton(lint),194,483
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cowpea(Lobia),10,8
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Dry chillies,1751,3488
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Gram,8,10
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Groundnut,12051,32863
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Horse-gram,2011,871
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Maize,1303,9713
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Moong(Green Gram),277,173
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Onion,253,5928
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Other Kharif pulses,4,5
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Ragi,641,1140
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Rice,34654,120249
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sesamum,370,134
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sunflower,1078,860
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sweet potato,217,2548
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Tobacco,64,116
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Tomato,5199,116546
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Urad,1119,880
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Banana,910,50203
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Cashewnut,75,24
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Castor seed,228,107
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Coconut ,2760,19847000
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Coriander,92,55
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Potato,1297,22926
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Sweet potato,274,3217
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Arhar/Tur,6840,1669
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Bajra,2071,4622
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Brinjal,924,21932
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cabbage,120,3491
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cashewnut,86,30
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Castor seed,137,78
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Coriander,2,1
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cotton(lint),308,723
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cowpea(Lobia),948,289
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Grapes,32,932
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Groundnut,122578,72811
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Horse-gram,5071,2277
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Jowar,23,16
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Lemon,55,478
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Maize,2693,8820
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Mango,64633,462384
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Moong(Green Gram),469,578
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Onion,242,4443
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Other Kharif pulses,1642,501
Andhra Pradesh,CHITTOOR,2014,Kharif     ,other oilseeds,27,55
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Papaya,519,13790
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Pome Granet,160,1531
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Potato,302,5186
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Ragi,4556,3686
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Rice,13304,44462
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sapota,209,1748
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sesamum,101,28
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Small millets,245,97
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sugarcane,26147,2066986
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sunflower,58,29
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Tomato,8139,192268
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Turmeric,17,199
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Urad,383,508
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Bajra,1,2
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Brinjal,785,18633
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cabbage,161,4684
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Coriander,111,57
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cotton(lint),545,1278
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cowpea(Lobia),10,11
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Dry chillies,1693,5287
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Gram,7,7
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Groundnut,8830,23002
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Horse-gram,2441,1076
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Maize,984,6429
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Moong(Green Gram),384,315
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Onion,199,4534
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Other  Rabi pulses,26,32
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Potato,920,15799
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Ragi,552,844
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Rice,27661,87962
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sesamum,982,703
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sunflower,1310,1104
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sweet potato,200,2257
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tobacco,47,141
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tomato,4998,126185
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Urad,1749,2520
Andhra Pradesh,CHITTOOR,2014,Whole Year ,Coconut ,3465,29033000
Andhra Pradesh,CHITTOOR,2014,Whole Year ,Rice,40965,132424
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Arhar/Tur,1600,300
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Bajra,2500,1400
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Cotton(lint),9800,23400
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Dry chillies,700,2200
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Groundnut,400,400
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Jowar,1100,600
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Korra,1200,1100
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Maize,1600,2900
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Ragi,200,100
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Rice,214100,429300
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Samai,2000,800
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Sesamum,1800,400
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Sugarcane,15100,1197300
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Sunflower,300,200
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Tobacco,13100,17100
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Dry chillies,700,1200
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Groundnut,1700,3000
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Horse-gram,1300,800
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Jowar,200,200
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Maize,3600,13700
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Moong(Green Gram),59500,26500
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Ragi,100,100
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Rice,154400,491500
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Sesamum,1900,200
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Urad,59900,19300
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Arhar/Tur,2100,300
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Bajra,4300,2400
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Cotton(lint),7900,6300
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Dry chillies,1100,3300
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Groundnut,800,900
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Horse-gram,200,100
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Jowar,1200,300
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Korra,1300,1000
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Maize,1700,3600
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Moong(Green Gram),100,100
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Ragi,500,500
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Rice,256300,386600
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Samai,2100,700
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Sesamum,1700,400
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Small millets,200,100
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Sunflower,200,100
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Urad,400,300
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Dry chillies,1100,2200
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Groundnut,1500,2500
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Horse-gram,2200,1200
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Jowar,100,100
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Maize,3800,18700
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Moong(Green Gram),63700,28600
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Other  Rabi pulses,200,100
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Ragi,100,100
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Rice,157600,656600
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Sesamum,2900,700
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Urad,63800,19700
Andhra Pradesh,EAST GODAVARI,1998,Whole Year ,Sugarcane,16400,1254900
Andhra Pradesh,EAST GODAVARI,1998,Whole Year ,Tobacco,7000,15900
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Bajra,3248,2339
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Castor seed,10,2
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Cotton(lint),4410,7289
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Groundnut,308,453
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Horse-gram,23,11
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Jowar,701,179
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Maize,1522,4324
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Masoor,1696,573
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Moong(Green Gram),141,100
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Niger seed,291,97
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Ragi,430,448
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Rice,244655,628606
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Sesamum,2931,747
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Sunflower,10,6
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Urad,328,200
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Gram,10,11
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Groundnut,1015,1749
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Horse-gram,1782,1385
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Jowar,50,20
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Maize,4266,20652
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Moong(Green Gram),62777,13183
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Ragi,103,180
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Rapeseed &Mustard,3,1
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Rice,161551,645162
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Safflower,44,12
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Sesamum,1428,284
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Urad,58809,11350
Andhra Pradesh,EAST GODAVARI,1999,Whole Year ,Dry chillies,1825,3246
Andhra Pradesh,EAST GODAVARI,1999,Whole Year ,Onion,252,4118
Andhra Pradesh,EAST GODAVARI,1999,Whole Year ,Sugarcane,15657,1425465
Andhra Pradesh,EAST GODAVARI,1999,Whole Year ,Tobacco,8877,10182
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Arhar/Tur,1861,953
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Bajra,3034,2005
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Castor seed,9,3
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Cotton(lint),5580,10536
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Dry chillies,868,2396
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Groundnut,344,354
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Horse-gram,4,2
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Jowar,1144,424
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Korra,788,753
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Maize,1406,3661
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Mesta,4,35
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Moong(Green Gram),45,20
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Niger seed,336,113
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Onion,42,586
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Other Kharif pulses,16,7
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Ragi,439,416
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Rice,253966,683423
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Samai,1579,511
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Sesamum,2560,417
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Small millets,2367,1264
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Sunflower,76,84
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Urad,196,12
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Bajra,2,1
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Dry chillies,539,1112
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Gram,7,17
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Groundnut,766,1206
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Horse-gram,1082,228
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Jowar,14,12
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Linseed,14,3
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Maize,4108,22117
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Moong(Green Gram),60630,13824
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Onion,133,2338
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Other  Rabi pulses,571,277
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,other misc. pulses,11,1
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Ragi,26,47
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Rice,162861,683202
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Sesamum,1282,236
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Urad,60611,41034
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Arecanut,6,17
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Banana,11043,124386
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Cashewnut,33588,4608
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Coconut ,48237,588584535
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Coriander,121,90
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Sugarcane,14772,1313615
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Sweet potato,60,811
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Tapioca,20435,159148
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Tobacco,5654,9185
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Turmeric,282,1266
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Arhar/Tur,1309,763
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Bajra,2219,2048
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Castor seed,9,1
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Cotton(lint),6289,16425
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Dry chillies,628,2274
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Groundnut,140,72
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Jowar,822,470
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Korra,730,548
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Maize,1204,3218
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Mesta,4,34
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Moong(Green Gram),126,61
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Niger seed,357,90
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Onion,122,1693
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Other Kharif pulses,5,3
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Ragi,291,322
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Rice,220811,579850
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Samai,1364,460
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Sesamum,1821,453
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Small millets,2094,1008
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Sunflower,62,54
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Urad,1223,442
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Dry chillies,936,1882
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Gram,26,49
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Groundnut,494,979
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Horse-gram,1236,669
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Jowar,22,16
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Maize,2597,16810
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Moong(Green Gram),62887,10691
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Onion,147,2325
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Other  Rabi pulses,544,396
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Ragi,86,162
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Rice,165779,750150
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Samai,17,9
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Sesamum,1104,280
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Small millets,17,9
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Urad,62912,10318
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Arecanut,7,12
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Banana,10258,122822
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Cashewnut,34634,5151
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Coconut ,48515,629772990
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Coriander,32,25
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Sugarcane,14255,1282665
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Sweet potato,60,797
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Tapioca,16781,140038
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Tobacco,9071,14429
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Turmeric,239,1033
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Arhar/Tur,763,267
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Bajra,1196,1051
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Castor seed,13,3
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Cotton(lint),4555,8092
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Dry chillies,512,1011
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Groundnut,50,48
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Horse-gram,59,29
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Jowar,503,167
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Maize,1423,1379
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Mesta,2,15
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Moong(Green Gram),533,80
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Niger seed,107,27
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Onion,132,1578
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Ragi,560,483
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Rice,194809,551115
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Sesamum,1498,73
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Small millets,1127,429
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Sunflower,210,215
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Urad,3961,206
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Dry chillies,597,993
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Gram,31,41
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Groundnut,526,920
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Horse-gram,709,262
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Jowar,15,12
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Maize,5975,41407
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Moong(Green Gram),49079,10159
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Onion,140,1763
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,other oilseeds,2258,2802
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Ragi,39,51
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Rice,106427,491906
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Sesamum,1108,201
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Urad,54441,3811
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Arecanut,7,10
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Banana,7949,116270
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Beans & Mutter(Vegetable),285,1436
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Bhindi,717,13947
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Bottle Gourd,44,0
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Brinjal,1889,21378
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Cabbage,116,0
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Cashewnut,34227,975
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Citrus Fruit,852,3785
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Coconut ,49479,685943720
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Coriander,30,17
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Cucumber,35,0
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Mango,18957,92583
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Orange,975,17315
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Other Fresh Fruits,224,962
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Other Vegetables,3142,0
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Papaya,11,1435
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Pome Fruit,391,5887
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Sugarcane,15425,1269570
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Sweet potato,75,810
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Tapioca,12264,74651
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Tobacco,4577,12632
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Tomato,681,4557
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Turmeric,265,1421
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Arhar/Tur,1274,539
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Bajra,2698,2301
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Cotton(lint),8969,26696
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Dry chillies,1070,4714
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Groundnut,125,120
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Jowar,786,2325
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Korra,517,562
